t_s,iz_id,x_m,y_m,guven,u_px,v_px,h,s,v
950.874,171,13.253,20.137,0.907,1245.3,434.8,99,51,200
950.874,8,17.202,25.265,0.876,1608.1,538.1,24,42,145
950.874,142,25.443,25.603,0.867,1724.8,471.1,99,53,151
950.874,9,5.769,15.787,0.864,621.0,393.7,71,49,163
950.874,257,32.049,15.032,0.579,1509.3,297.8,97,35,228
950.874,252,9.54,24.438,0.889,1288.3,657.6,45,38,128
950.874,181,18.983,20.486,0.904,1449.1,404.6,85,26,194
950.874,105,18.842,7.333,0.781,1042.2,212.4,143,7,252
950.874,286,9.146,15.655,0.901,843.4,356.6,26,78,165
950.874,224,49.316,15.515,0.389,1658.7,302.3,137,82,174
950.874,69,34.131,14.484,0.594,1521.4,291.8,128,12,250
950.974,5,4.622,24.559,0.626,839.9,854.8,52,31,120
950.974,4,1.15,17.515,0.904,287.7,519.9,114,19,94
950.974,171,13.188,20.151,0.904,1243.1,435.8,101,75,196
950.974,8,16.75,25.324,0.894,1601.8,545.8,23,50,143
950.974,142,25.414,25.601,0.863,1724.5,471.2,102,58,150
950.974,9,5.567,15.938,0.846,609.5,400.1,53,54,150
950.974,257,32.042,15.001,0.36,1508.5,297.4,104,29,226
950.974,252,9.477,24.624,0.847,1296.8,668.8,45,39,130
950.974,181,18.826,20.541,0.875,1447.4,406.6,81,31,194
950.974,105,18.831,7.355,0.774,1042.4,212.6,143,7,252
950.974,286,9.169,15.622,0.911,843.8,355.7,23,78,164
950.974,224,49.499,15.462,0.392,1658.8,301.9,137,80,175
950.974,69,33.987,14.489,0.321,1519.9,291.9,129,12,247
951.074,4,1.153,17.506,0.902,287.9,519.5,114,19,94
951.074,171,12.962,20.369,0.897,1243.1,444.0,102,84,187
951.074,8,16.616,25.329,0.826,1599.3,547.8,25,52,143
951.074,142,25.412,25.604,0.849,1724.6,471.3,103,75,150
951.074,9,5.408,15.956,0.855,598.3,402.5,53,52,144
951.074,257,31.678,14.758,0.756,1498.2,294.7,90,29,176
951.074,252,9.043,25.236,0.741,1311.1,715.4,44,46,132
951.074,181,18.703,20.578,0.901,1445.8,408.0,72,33,195
951.074,105,18.833,7.364,0.809,1042.7,212.7,143,6,252
951.074,286,9.212,15.61,0.902,846.0,355.1,26,86,161
951.074,224,49.444,15.475,0.404,1658.7,302.0,137,83,176
951.074,69,34.263,14.436,0.509,1521.8,291.3,150,9,241
951.174,4,1.165,17.503,0.907,288.8,519.1,114,19,94
951.174,171,12.75,20.538,0.898,1241.3,450.9,103,66,184
951.174,8,15.716,25.695,0.472,1597.3,572.5,25,56,139
951.174,142,25.387,25.59,0.824,1723.9,471.2,104,77,151
951.174,9,5.327,16.157,0.885,596.4,409.0,98,58,149
951.174,257,31.109,14.852,0.78,1493.0,295.8,88,38,177
951.174,252,8.981,25.52,0.865,1327.1,733.4,20,87,133
951.174,181,18.549,20.61,0.895,1443.3,409.5,71,49,195
951.174,105,18.845,7.363,0.77,1043.0,212.7,143,7,252
951.174,286,9.283,15.615,0.909,850.6,354.7,30,87,162
951.174,224,49.243,15.544,0.429,1658.8,302.6,137,84,175
951.174,69,34.412,14.411,0.813,1523.0,291.1,156,9,234
951.274,4,1.172,17.512,0.915,289.4,519.4,132,19,92
951.274,171,12.531,20.683,0.913,1238.0,457.4,104,61,172
951.274,8,14.866,26.033,0.892,1594.4,598.4,23,60,138
951.274,142,25.533,25.508,0.613,1722.6,468.7,103,69,150
951.274,9,5.24,16.529,0.869,597.3,420.5,102,71,151
951.274,257,31.103,14.728,0.758,1490.0,294.4,87,37,185
951.274,252,9.024,25.673,0.898,1340.9,740.4,41,71,136
951.274,181,18.35,20.679,0.907,1441.0,412.2,93,62,196
951.274,105,18.845,7.385,0.781,1043.5,212.9,143,7,251
951.274,286,9.349,15.672,0.902,856.3,355.4,27,82,162
951.274,224,49.168,15.584,0.428,1659.0,302.9,137,82,173
951.274,69,33.978,14.655,0.807,1523.5,293.6,157,10,238
951.274,296,5.302,25.966,0.546,1029.7,943.6,91,41,124
951.374,4,1.189,17.513,0.912,290.7,519.1,132,19,91
951.374,171,12.317,20.801,0.904,1233.5,463.3,103,79,169
951.374,8,14.596,26.175,0.885,1595.2,608.5,26,52,133
951.374,142,25.147,25.557,0.817,1720.9,472.1,101,63,147
951.374,9,5.184,16.728,0.884,597.2,427.0,97,81,147
951.374,257,31.095,14.639,0.773,1487.8,293.4,90,29,206
951.374,252,8.945,25.966,0.904,1357.0,760.2,43,33,132
951.374,181,18.043,20.868,0.878,1440.6,418.1,97,70,194
951.374,105,18.851,7.397,0.764,1044.0,213.0,143,7,252
951.374,286,9.428,15.727,0.893,862.8,355.9,19,105,165
951.374,224,49.112,15.604,0.478,1659.0,303.1,137,82,173
951.374,69,33.698,14.83,0.807,1524.2,295.5,90,10,230
951.374,296,5.417,26.043,0.89,1049.9,943.6,58,39,122
951.474,4,1.224,17.49,0.892,293.4,517.5,135,19,91
951.474,171,12.194,20.837,0.904,1229.3,465.8,104,92,162
951.474,8,13.813,26.646,0.865,1600.4,642.2,45,37,125
951.474,142,24.84,25.606,0.849,1719.8,475.1,102,62,147
951.474,9,5.186,16.78,0.894,598.4,428.5,102,71,144
951.474,257,30.997,14.53,0.876,1483.9,292.2,90,33,197
951.474,252,9.083,26.226,0.915,1384.4,769.6,30,38,126
951.474,181,17.803,21.053,0.878,1441.8,423.8,98,74,191
951.474,105,18.87,7.385,0.767,1044.3,212.9,143,7,251
951.474,286,9.554,15.74,0.898,870.8,355.2,18,98,166
951.474,224,49.05,15.618,0.45,1658.9,303.2,137,82,173
951.474,69,33.63,14.892,0.781,1524.8,296.2,84,9,225
951.474,296,5.626,26.068,0.895,1076.4,933.6,56,36,121
951.574,4,1.264,17.443,0.909,296.5,515.0,136,20,92
951.574,171,12.147,20.844,0.901,1227.3,466.6,105,98,158
951.574,8,13.273,27.104,0.547,1611.5,673.1,46,34,119
951.574,142,24.72,25.62,0.856,1719.2,476.1,100,64,148
951.574,9,5.196,16.84,0.906,600.4,430.1,52,63,147
951.574,257,31.122,14.314,0.852,1480.5,289.8,90,35,189
951.574,252,9.443,26.462,0.87,1422.2,768.2,19,51,122
951.574,181,17.659,21.177,0.876,1443.1,427.6,98,70,188
951.574,105,18.879,7.382,0.782,1044.5,212.9,147,7,252
951.574,286,9.717,15.686,0.898,878.8,352.9,16,88,175
951.574,224,49.051,15.605,0.495,1658.7,303.1,137,82,173
951.574,69,33.668,14.899,0.801,1525.4,296.2,66,10,210
951.574,296,5.884,26.18,0.866,1114.8,927.8,53,36,122
951.674,4,1.303,17.137,0.882,298.8,502.8,136,21,95
951.674,171,11.915,20.944,0.918,1220.7,472.4,105,78,162
951.674,8,12.746,27.531,0.869,1621.6,705.2,48,39,114
951.674,142,24.574,25.654,0.8,1719.0,477.8,96,45,140
951.674,9,5.216,16.925,0.905,603.8,432.4,50,48,149
951.674,257,31.022,14.249,0.871,1477.6,289.0,90,33,186
951.674,252,9.261,26.892,0.795,1443.1,800.3,41,42,117
951.674,181,17.565,21.243,0.898,1443.3,429.8,95,61,185
951.674,105,18.878,7.386,0.715,1044.6,212.9,148,7,252
951.674,286,9.854,15.612,0.884,884.6,350.3,18,63,177
951.674,224,49.244,15.552,0.441,1658.9,302.6,136,79,171
951.674,69,33.708,14.882,0.76,1525.5,296.0,66,10,187
951.674,296,6.131,26.363,0.766,1156.8,928.4,50,36,124
951.774,4,1.312,17.083,0.88,299.4,500.7,135,20,96
951.774,171,11.632,21.111,0.907,1214.6,481.3,105,72,161
951.774,8,12.595,27.734,0.784,1629.2,718.3,25,75,108
951.774,142,24.001,25.802,0.874,1718.8,484.8,96,40,140
951.774,9,5.275,16.998,0.911,609.9,433.8,48,35,150
951.774,257,30.83,14.252,0.86,1475.0,289.0,90,32,190
951.774,252,9.344,27.39,0.605,1483.9,825.3,33,58,108
951.774,181,17.584,21.311,0.885,1446.7,431.2,92,59,185
951.774,105,18.865,7.392,0.594,1044.3,213.0,148,8,253
951.774,286,9.968,15.545,0.905,889.1,348.0,18,45,174
951.774,224,49.153,15.569,0.465,1658.7,302.8,136,78,173
951.774,69,33.839,14.885,0.754,1527.0,296.1,62,10,187
951.774,296,6.448,26.612,0.899,1210.1,929.5,58,40,125
951.874,4,1.309,17.107,0.878,299.2,501.7,135,22,95
951.874,171,11.408,21.25,0.932,1209.8,488.8,105,86,158
951.874,8,12.658,27.832,0.842,1636.6,720.5,18,120,109
951.874,142,23.693,25.864,0.87,1718.0,488.4,100,54,142
951.874,9,5.455,17.117,0.777,626.5,434.8,53,58,152
951.874,257,30.845,14.145,0.783,1472.7,287.9,94,37,207
951.874,252,9.57,27.739,0.894,1520.3,834.6,16,109,108
951.874,181,17.531,21.395,0.891,1448.7,433.6,81,58,184
951.874,105,18.848,7.407,0.768,1044.1,213.1,150,7,253
951.874,286,10.047,15.511,0.901,892.6,346.8,23,29,174
951.874,224,49.13,15.572,0.494,1658.6,302.8,137,78,173
951.874,69,34.082,14.789,0.799,1527.6,295.0,68,10,183
951.874,296,6.619,26.72,0.914,1235.7,927.6,59,43,126
951.974,4,1.299,17.232,0.897,298.7,506.5,131,20,95
951.974,171,11.261,21.325,0.904,1205.8,493.3,105,101,153
951.974,8,11.969,28.133,0.892,1635.4,756.4,17,99,106
951.974,142,23.533,25.882,0.859,1717.2,490.0,100,81,144
951.974,9,5.605,17.229,0.851,640.8,436.1,62,64,156
951.974,257,30.769,14.094,0.819,1470.4,287.3,86,28,196
951.974,252,9.729,27.924,0.903,1540.9,837.5,46,70,102
951.974,181,17.325,21.556,0.89,1450.0,438.9,74,54,183
951.974,105,18.89,7.341,0.814,1043.9,212.5,150,7,253
951.974,286,10.065,15.536,0.904,894.5,347.2,25,22,174
951.974,224,49.021,15.6,0.5,1658.5,303.0,137,83,167
951.974,69,34.232,14.789,0.639,1529.3,295.0,62,10,178
951.974,296,6.761,26.808,0.921,1256.5,925.8,56,44,127
951.974,297,8.157,29.406,0.824,1573.5,1019.7,50,69,92
952.074,4,1.286,17.134,0.883,297.4,503.0,120,19,95
952.074,171,11.219,21.325,0.915,1203.5,493.9,105,104,155
952.074,8,11.694,28.299,0.883,1637.6,774.0,30,83,103
952.074,142,23.141,25.983,0.87,1716.9,495.2,99,65,141
952.074,9,5.74,17.185,0.871,650.2,432.9,53,49,159
952.074,257,30.632,14.008,0.792,1466.4,286.3,77,35,174
952.074,252,9.922,28.02,0.904,1556.1,833.8,48,78,101
952.074,181,17.159,21.712,0.887,1452.1,443.9,89,64,181
952.074,105,18.931,7.287,0.821,1044.0,212.0,136,6,253
952.074,286,10.087,15.553,0.901,896.3,347.4,30,19,173
952.074,224,49.127,15.559,0.445,1658.4,302.7,135,85,173
952.074,69,33.855,15.114,0.572,1532.3,298.5,56,10,176
952.074,296,6.995,26.841,0.509,1280.3,914.3,56,45,126
952.074,297,8.575,29.608,0.769,1610.4,1003.8,115,80,90
952.174,4,1.261,17.257,0.906,295.8,508.0,114,19,94
952.174,171,10.898,21.604,0.918,1200.4,508.3,104,98,147
952.174,8,11.26,28.574,0.881,1641.7,804.0,26,75,100
952.174,142,22.765,26.08,0.889,1716.6,500.4,101,81,144
952.174,9,5.831,17.221,0.836,658.1,432.7,55,29,162
952.174,257,30.255,13.998,0.78,1460.9,286.1,65,36,169
952.174,252,10.056,28.094,0.904,1566.9,831.6,48,78,101
952.174,181,17.067,21.8,0.865,1453.4,446.8,98,81,180
952.174,105,18.936,7.3,0.787,1044.4,212.1,135,6,253
952.174,286,10.159,15.599,0.905,901.9,347.8,33,24,174
952.174,224,49.211,15.534,0.435,1658.4,302.5,136,92,173
952.174,69,33.926,15.137,0.597,1533.6,298.8,56,11,176
952.174,296,7.177,26.982,0.896,1307.7,913.9,56,45,125
952.174,297,8.783,29.66,0.783,1623.9,993.1,60,64,88
952.274,4,1.233,17.298,0.911,293.7,510.1,114,19,94
952.274,171,10.65,21.762,0.894,1194.7,517.9,105,92,142
952.274,8,11.115,28.695,0.894,1644.9,815.9,45,59,97
952.274,142,22.67,26.127,0.801,1717.3,502.2,102,83,138
952.274,9,5.966,17.197,0.847,667.9,430.1,53,22,168
952.274,257,30.189,13.896,0.82,1457.5,285.0,76,30,169
952.274,252,10.117,28.129,0.909,1571.8,830.7,48,77,101
952.274,181,17.06,21.842,0.879,1455.0,447.9,98,80,179
952.274,105,18.953,7.324,0.71,1045.5,212.3,129,5,251
952.274,286,10.279,15.645,0.884,910.3,347.9,30,27,176
952.274,224,49.313,15.509,0.437,1658.6,302.3,136,79,177
952.274,69,33.849,15.222,0.703,1534.7,299.7,54,10,174
952.274,296,7.335,27.119,0.906,1332.0,914.5,58,45,126
952.274,297,8.992,29.833,0.74,1645.7,989.9,68,61,87
952.374,4,1.201,17.306,0.912,291.2,511.0,118,19,93
952.374,171,10.378,21.961,0.898,1189.6,529.9,105,96,140
952.374,8,11.074,28.741,0.876,1646.5,819.9,50,46,97
952.374,142,22.514,26.134,0.833,1716.1,503.7,103,84,136
952.374,9,6.163,17.17,0.884,682.2,426.7,62,31,173
952.374,257,30.146,13.835,0.82,1455.4,284.3,90,36,174
952.374,252,10.15,28.095,0.907,1570.8,827.3,52,108,102
952.374,181,16.989,21.893,0.893,1455.3,449.7,94,79,182
952.374,105,18.961,7.337,0.594,1046.0,212.4,135,5,252
952.374,286,10.462,15.708,0.892,922.7,348.0,28,36,178
952.374,224,49.818,15.355,0.395,1658.7,301.0,136,79,179
952.374,69,33.708,15.354,0.687,1536.1,301.2,56,10,174
952.374,296,7.467,27.243,0.9,1352.6,915.6,80,45,125
952.374,297,9.315,29.759,0.459,1653.6,965.2,108,72,89
952.474,4,1.181,17.308,0.908,289.7,511.4,120,19,93
952.474,171,10.231,22.039,0.9,1185.0,535.4,105,103,138
952.474,8,11.064,28.742,0.854,1646.3,820.4,50,43,96
952.474,142,22.013,26.169,0.88,1712.3,508.9,102,62,136
952.474,9,6.365,17.207,0.877,698.6,425.0,65,55,180
952.474,257,30.056,13.815,0.841,1453.6,284.1,91,34,197
952.474,252,10.381,27.845,0.892,1563.2,803.9,34,101,102
952.474,181,16.588,22.157,0.856,1455.8,459.8,88,76,171
952.474,105,18.983,7.336,0.856,1046.7,212.4,133,4,249
952.474,286,10.582,15.746,0.905,930.7,348.0,40,30,180
952.474,224,50.086,15.267,0.344,1658.7,300.4,136,72,177
952.474,69,33.906,15.377,0.673,1538.8,301.4,68,11,176
952.474,296,7.523,27.278,0.91,1359.9,914.8,56,45,124
952.574,4,1.178,17.298,0.912,289.4,511.1,127,22,93
952.574,171,10.134,22.069,0.896,1180.8,538.4,105,122,133
952.574,8,11.055,28.735,0.886,1645.5,820.5,59,45,98
952.574,142,21.776,26.168,0.881,1709.8,511.1,105,64,131
952.574,9,6.537,17.238,0.849,712.3,423.7,65,52,187
952.574,257,30.078,13.687,0.851,1450.8,282.6,90,29,213
952.574,252,10.466,27.711,0.901,1557.5,793.3,30,85,104
952.574,181,16.281,22.375,0.889,1456.8,468.2,99,60,146
952.574,105,18.995,7.353,0.592,1047.4,212.6,135,11,248
952.574,286,10.718,15.787,0.896,939.8,348.0,68,22,186
952.574,69,33.925,15.472,0.671,1541.1,302.4,98,13,169
952.574,296,7.563,27.28,0.902,1363.1,912.6,51,50,126
952.574,297,9.034,30.315,0.602,1681.9,1015.8,117,155,94
952.674,4,1.198,17.304,0.905,291.0,510.9,127,22,93
952.674,171,9.962,22.062,0.886,1169.7,541.2,105,96,141
952.674,8,11.176,28.666,0.887,1644.9,811.9,62,48,98
952.674,142,21.656,26.147,0.848,1707.8,511.7,105,67,131
952.674,9,6.653,17.266,0.882,721.9,423.0,66,38,185
952.674,257,30.024,13.579,0.857,1447.4,281.4,90,29,203
952.674,252,10.594,27.562,0.909,1552.7,780.5,38,99,104
952.674,181,16.116,22.468,0.901,1456.3,472.3,101,74,145
952.674,105,19.014,7.361,0.642,1048.2,212.7,135,10,238
952.674,286,10.786,15.876,0.844,946.5,349.4,68,21,186
952.674,69,33.692,15.656,0.644,1542.7,304.5,83,12,177
952.674,296,7.599,27.244,0.911,1362.8,907.9,51,47,126
952.774,4,1.225,17.316,0.899,293.1,510.9,127,22,94
952.774,171,9.737,22.138,0.929,1159.6,548.5,104,66,144
952.774,8,11.304,28.603,0.894,1644.8,803.6,62,47,98
952.774,142,21.224,26.157,0.887,1703.5,516.1,101,61,130
952.774,9,6.765,17.292,0.882,731.0,422.4,66,41,185
952.774,257,30.006,13.477,0.838,1444.7,280.3,97,29,201
952.774,252,10.852,27.239,0.892,1541.6,754.4,39,121,110
952.774,181,16.043,22.499,0.896,1455.7,473.8,101,67,170
952.774,105,19.041,7.356,0.775,1048.9,212.6,135,9,228
952.774,286,10.849,15.924,0.898,951.7,350.0,66,21,187
952.774,69,33.209,15.973,0.691,1544.6,308.2,81,13,178
952.774,296,7.677,27.096,0.9,1356.6,893.0,51,44,126
952.774,297,8.758,30.653,0.536,1695.1,1055.2,68,64,84
952.874,4,1.248,17.331,0.903,294.9,511.1,127,22,93
952.874,171,9.412,22.367,0.904,1151.3,564.5,104,64,141
952.874,8,11.409,28.554,0.883,1644.9,797.0,62,47,99
952.874,142,20.862,26.175,0.886,1700.1,520.1,100,61,130
952.874,9,6.964,17.087,0.823,739.7,414.0,72,51,185
952.874,257,29.896,13.422,0.841,1441.7,279.7,96,28,205
952.874,252,10.8,26.957,0.904,1521.0,742.4,56,97,109
952.874,181,15.978,22.525,0.903,1455.0,475.2,96,43,179
952.874,105,19.208,7.305,0.654,1052.9,212.1,135,8,247
952.874,286,11.012,15.998,0.847,963.2,350.5,68,19,187
952.874,69,32.96,16.158,0.669,1546.2,310.4,76,14,178
952.874,296,7.783,26.91,0.866,1349.6,874.3,51,39,127
952.874,297,8.976,30.686,0.417,1705.9,1041.6,64,54,83
952.974,4,1.258,17.327,0.9,295.7,510.7,128,22,93
952.974,171,9.269,22.43,0.894,1145.1,570.2,104,63,139
952.974,8,11.618,28.459,0.902,1645.2,784.3,54,49,100
952.974,142,20.671,26.178,0.886,1698.0,522.1,101,52,126
952.974,9,7.112,16.988,0.815,747.6,409.5,76,47,186
952.974,257,29.726,13.439,0.814,1439.6,279.8,94,28,208
952.974,252,10.698,26.778,0.901,1505.0,737.2,54,80,109
952.974,181,15.56,22.706,0.902,1451.0,484.4,65,39,180
952.974,105,19.237,7.306,0.704,1053.8,212.1,135,8,246
952.974,286,11.254,16.085,0.857,979.3,350.8,38,22,189
952.974,69,33.083,16.246,0.73,1549.6,311.3,75,11,178
952.974,296,7.741,26.884,0.893,1344.4,874.8,52,38,127
952.974,297,9.693,30.569,0.655,1722.8,987.8,106,67,81
953.074,4,1.271,17.414,0.895,296.9,513.8,128,22,93
953.074,171,9.208,22.455,0.901,1142.5,572.6,104,73,139
953.074,8,11.758,28.402,0.894,1645.7,776.4,39,50,102
953.074,142,20.383,26.256,0.86,1697.5,527.0,104,71,128
953.074,9,7.327,16.775,0.84,756.7,401.2,68,47,185
953.074,257,29.655,13.411,0.837,1437.9,279.5,95,28,214
953.074,252,10.79,26.515,0.875,1491.7,721.1,30,96,108
953.074,181,15.299,22.804,0.913,1447.7,490.0,60,53,181
953.074,105,19.276,7.349,0.779,1056.0,212.5,135,7,249
953.074,286,11.38,16.229,0.872,991.2,353.0,25,35,189
953.074,69,33.281,16.27,0.735,1552.3,311.5,73,9,175
953.074,296,7.72,26.855,0.903,1340.4,873.9,52,39,127
953.074,297,9.865,30.578,0.822,1728.8,977.8,107,62,83
953.174,4,1.29,17.514,0.878,298.7,517.3,128,22,94
953.174,171,9.003,22.698,0.887,1142.5,588.0,104,76,139
953.174,8,11.819,28.386,0.896,1646.5,773.4,32,55,102
953.174,142,19.995,26.331,0.883,1695.7,533.1,102,77,127
953.174,9,7.484,16.74,0.899,766.8,398.5,65,28,185
953.174,257,29.511,13.415,0.834,1435.7,279.5,81,30,194
953.174,252,10.854,26.301,0.889,1480.5,708.6,27,100,111
953.174,181,15.152,22.871,0.906,1446.3,493.6,60,53,181
953.174,105,19.237,7.462,0.635,1057.3,213.6,144,6,248
953.174,286,11.552,16.318,0.886,1003.5,353.9,49,17,192
953.174,69,33.731,16.247,0.605,1556.5,311.1,110,8,174
953.174,296,7.69,26.839,0.915,1336.8,874.4,54,40,127
953.174,297,10.16,30.538,0.814,1734.9,958.1,81,57,83
953.274,4,1.297,17.49,0.887,299.2,516.2,128,22,94
953.274,171,8.782,22.972,0.92,1143.2,606.0,104,65,139
953.274,8,11.875,28.323,0.914,1644.2,768.4,33,50,99
953.274,142,19.714,26.341,0.89,1692.6,536.5,104,63,127
953.274,9,7.559,16.676,0.888,770.1,396.0,65,23,186
953.274,257,29.423,13.304,0.835,1431.7,278.2,87,32,172
953.274,252,10.892,26.009,0.846,1463.3,693.4,27,103,114
953.274,181,14.737,23.146,0.9,1446.5,506.8,60,57,175
953.274,105,19.158,7.552,0.784,1057.0,214.4,156,9,251
953.274,286,11.672,16.452,0.902,1014.7,356.0,43,15,193
953.274,69,33.944,16.314,0.339,1560.3,311.8,114,6,190
953.274,296,7.657,26.813,0.91,1332.3,874.5,53,40,127
953.274,297,10.324,30.571,0.79,1741.7,950.5,68,51,82
953.374,4,1.288,17.504,0.898,298.6,516.9,127,22,95
953.374,171,8.605,23.204,0.917,1144.5,621.8,103,55,141
953.374,8,11.916,28.188,0.927,1637.3,760.8,48,53,100
953.374,142,19.511,26.323,0.881,1689.3,538.4,102,65,125
953.374,9,7.682,16.623,0.885,777.1,393.3,64,24,185
953.374,257,29.217,13.311,0.855,1428.7,278.3,82,34,171
953.374,252,11.017,25.592,0.799,1442.1,670.2,14,138,125
953.374,181,14.571,23.278,0.9,1447.6,512.9,78,54,173
953.374,105,19.083,7.652,0.812,1057.0,215.4,156,9,250
953.374,286,11.792,16.549,0.911,1024.5,357.3,54,16,195
953.374,69,34.106,16.353,0.351,1562.9,312.2,114,6,192
953.374,296,7.605,26.774,0.879,1325.1,874.6,52,40,124
953.374,297,10.881,30.391,0.853,1744.9,911.3,68,50,88
953.474,4,1.276,17.506,0.905,297.6,517.2,128,21,95
953.474,171,8.572,23.289,0.916,1147.4,627.0,103,51,141
953.474,8,11.872,28.089,0.919,1630.0,757.8,34,52,101
953.474,142,19.284,26.259,0.898,1683.8,539.5,99,48,130
953.474,9,7.942,16.534,0.864,792.3,388.3,74,43,185
953.474,257,29.154,13.289,0.852,1427.2,278.0,87,34,173
953.474,252,10.885,25.319,0.831,1418.7,661.4,12,134,128
953.474,181,14.84,23.115,0.793,1448.3,504.6,53,51,174
953.474,105,19.06,7.729,0.824,1058.0,216.1,156,9,250
953.474,286,11.987,16.672,0.899,1039.1,358.8,50,15,194
953.474,69,34.182,16.384,0.57,1564.3,312.5,114,5,193
953.474,296,7.508,26.696,0.921,1311.2,874.5,52,39,123
953.474,297,11.18,30.297,0.889,1746.3,891.7,62,49,90
953.574,4,1.286,17.514,0.905,298.4,517.4,128,21,95
953.574,171,8.589,23.332,0.905,1151.4,628.7,103,36,141
953.574,8,12.033,27.895,0.887,1623.0,743.5,22,60,105
953.574,142,18.951,26.214,0.898,1677.4,542.2,100,44,137
953.574,9,8.139,16.518,0.863,805.1,385.8,71,67,188
953.574,257,29.055,13.31,0.848,1426.1,278.2,90,31,191
953.574,252,10.795,25.083,0.844,1399.5,653.1,14,102,130
953.574,181,14.484,23.482,0.839,1455.0,520.5,65,65,170
953.574,105,19.075,7.778,0.824,1059.6,216.6,156,8,252
953.574,286,12.28,16.75,0.892,1056.8,358.7,57,15,195
953.574,69,34.052,16.532,0.578,1566.3,314.2,114,6,187
953.574,296,7.458,26.636,0.912,1302.3,873.0,52,41,121
953.574,297,11.328,30.304,0.842,1750.3,884.9,62,49,89
953.674,4,1.296,17.525,0.903,299.3,517.6,127,21,95
953.674,171,8.612,23.341,0.898,1153.7,628.5,103,32,141
953.674,8,11.966,27.875,0.902,1619.8,744.9,44,61,104
953.674,142,18.776,26.161,0.892,1672.8,543.0,101,44,140
953.674,9,8.27,16.545,0.897,814.7,385.2,64,49,181
953.674,257,28.938,13.304,0.866,1424.1,278.1,94,32,218
953.674,252,10.846,24.651,0.821,1374.8,632.2,11,112,133
953.674,181,14.1,23.738,0.906,1455.3,534.1,60,51,163
953.674,105,19.116,7.789,0.825,1061.1,216.6,154,8,252
953.674,286,12.485,16.768,0.892,1067.8,357.9,43,15,197
953.674,69,34.61,16.363,0.507,1568.2,312.1,43,9,186
953.674,296,7.518,26.495,0.905,1295.8,859.9,53,43,116
953.674,297,11.777,30.302,0.881,1759.9,864.0,76,49,92
953.774,4,1.309,17.528,0.908,300.3,517.5,127,21,95
953.774,171,8.5,23.448,0.906,1152.1,637.0,97,31,142
953.774,8,11.43,28.139,0.86,1619.7,776.4,48,49,100
953.774,142,18.639,26.187,0.889,1671.9,545.4,101,35,139
953.774,9,8.357,16.573,0.902,821.3,385.1,57,32,181
953.774,257,28.891,13.269,0.867,1422.5,277.7,91,30,217
953.774,252,11.487,23.837,0.558,1356.8,583.1,11,149,150
953.774,181,13.781,23.957,0.888,1455.9,546.2,60,50,160
953.774,105,19.166,7.764,0.824,1062.1,216.4,155,8,253
953.774,286,12.665,16.82,0.897,1078.5,358.0,43,15,200
953.774,69,33.91,16.804,0.57,1571.1,317.4,43,8,193
953.774,296,7.655,26.296,0.911,1290.8,839.2,66,40,123
953.774,297,12.252,30.221,0.645,1764.7,839.9,102,49,92
953.874,4,1.324,17.527,0.907,301.4,517.2,128,21,94
953.874,171,8.444,23.484,0.921,1150.2,640.4,85,24,143
953.874,8,11.246,28.184,0.806,1616.6,785.6,43,66,101
953.874,142,18.275,26.32,0.889,1672.1,553.7,90,40,137
953.874,9,8.453,16.555,0.867,827.1,383.7,65,28,182
953.874,257,28.608,13.425,0.875,1421.8,279.4,94,29,208
953.874,252,11.541,23.461,0.79,1337.5,567.1,11,136,154
953.874,181,13.666,24.04,0.905,1456.3,550.9,60,54,156
953.874,105,19.159,7.832,0.801,1063.5,217.1,138,8,250
953.874,286,12.766,16.98,0.917,1089.5,360.9,49,12,200
953.874,69,33.707,17.036,0.342,1574.3,320.1,46,7,192
953.874,296,7.918,25.968,0.909,1285.7,804.7,91,40,132
953.874,297,12.494,30.151,0.85,1765.3,826.9,115,47,92
953.974,4,1.343,17.537,0.907,303.0,517.2,129,21,95
953.974,171,8.419,23.496,0.921,1149.1,641.7,72,26,142
953.974,8,11.044,28.101,0.873,1604.6,789.6,30,66,99
953.974,142,18.092,26.405,0.899,1673.0,558.5,93,40,137
953.974,9,8.749,16.334,0.87,839.4,375.5,68,36,181
953.974,257,28.412,13.518,0.863,1420.9,280.5,94,27,203
953.974,252,11.361,23.228,0.879,1315.3,561.4,11,129,150
953.974,181,13.62,24.107,0.879,1458.3,553.9,58,38,146
953.974,105,19.157,7.899,0.8,1065.0,217.7,135,8,251
953.974,286,13.006,17.143,0.902,1107.2,363.1,43,11,201
953.974,296,8.032,25.809,0.912,1282.1,789.3,100,42,137
953.974,297,12.853,30.021,0.824,1764.6,807.4,107,47,92
954.074,4,1.367,17.541,0.897,304.9,516.9,129,21,95
954.074,171,8.397,23.503,0.922,1147.8,642.7,71,23,142
954.074,8,10.647,28.007,0.876,1584.3,801.1,50,47,99
954.074,142,18.021,26.423,0.908,1672.7,560.0,90,42,139
954.074,9,8.906,16.398,0.873,851.6,375.6,73,43,184
954.074,257,28.185,13.64,0.862,1420.2,281.9,94,29,203
954.074,252,11.238,22.981,0.904,1294.9,554.1,13,73,147
954.074,181,13.153,24.475,0.903,1461.8,575.1,58,31,141
954.074,105,19.191,7.884,0.821,1065.6,217.5,135,8,252
954.074,286,13.43,17.235,0.895,1130.4,362.7,34,20,204
