t_s,iz_id,x_m,y_m,guven,u_px,v_px,h,s,v
919.37,8,40.41,23.146,0.681,1751.3,382.3,11,66,122
919.37,142,33.576,21.676,0.505,1681.3,377.7,83,37,162
919.37,12,28.156,13.507,0.613,1416.4,280.3,88,30,175
919.47,1,12.741,25.746,0.922,1518.7,632.1,102,98,134
919.47,2,26.432,24.122,0.877,1688.3,438.3,115,100,159
919.47,4,5.134,14.503,0.814,554.1,370.4,129,17,151
919.47,5,18.938,15.602,0.899,1273.5,314.3,96,14,197
919.47,9,20.599,7.819,0.707,1105.6,217.1,91,47,238
919.47,10,30.805,3.422,0.801,1242.0,190.9,145,24,95
919.47,3,27.704,14.401,0.805,1431.7,290.9,98,27,251
919.47,6,32.927,26.886,0.799,1802.1,453.0,24,73,135
919.47,69,42.124,10.294,0.761,1519.3,256.9,145,14,213
919.47,8,40.424,23.133,0.755,1751.1,382.1,10,63,123
919.47,142,33.591,21.453,0.623,1676.2,374.7,89,35,161
919.47,12,27.825,13.673,0.596,1415.1,282.2,149,30,178
919.57,1,12.725,25.727,0.927,1517.1,631.8,102,92,134
919.57,2,26.128,24.003,0.888,1681.9,437.7,111,58,164
919.57,4,5.062,14.42,0.735,548.0,369.3,129,17,149
919.57,5,18.943,15.599,0.902,1273.6,314.2,97,14,199
919.57,9,20.582,7.811,0.71,1105.0,217.0,93,50,239
919.57,10,30.637,3.451,0.792,1239.5,190.8,150,23,131
919.57,3,27.584,14.453,0.73,1431.0,291.5,95,17,246
919.57,6,32.816,26.856,0.792,1801.0,453.0,26,69,135
919.57,69,42.707,10.118,0.381,1521.5,256.0,147,14,223
919.57,8,40.429,23.123,0.762,1751.0,382.0,8,66,127
919.57,142,33.298,21.307,0.658,1670.5,373.4,93,35,160
919.57,12,27.696,13.628,0.682,1411.8,281.7,58,29,168
919.67,1,12.66,25.692,0.923,1512.8,631.9,101,75,134
919.67,2,26.007,23.883,0.877,1677.2,436.1,114,54,165
919.67,4,5.009,14.138,0.822,540.4,363.7,129,17,144
919.67,5,18.94,15.6,0.899,1273.5,314.2,98,16,199
919.67,9,20.568,7.784,0.685,1104.0,216.7,94,48,240
919.67,10,30.497,3.464,0.812,1237.2,190.7,150,18,182
919.67,3,27.19,14.514,0.796,1426.0,292.3,95,19,233
919.67,6,32.718,26.86,0.796,1800.7,453.5,27,68,135
919.67,69,43.119,10.029,0.491,1523.5,255.6,145,13,244
919.67,8,40.398,23.109,0.732,1750.5,381.9,11,65,123
919.67,142,32.555,21.213,0.768,1662.5,373.6,94,54,160
919.67,12,27.96,13.353,0.479,1409.3,278.5,55,31,169
919.77,1,12.58,25.646,0.927,1507.5,631.9,100,49,134
919.77,2,25.924,23.756,0.875,1672.5,434.2,115,57,167
919.77,4,4.97,14.046,0.863,536.5,362.2,128,16,142
919.77,5,18.911,15.621,0.896,1273.4,314.6,97,16,199
919.77,9,20.553,7.76,0.757,1103.0,216.5,90,40,239
919.77,10,30.284,3.48,0.814,1233.7,190.6,150,17,199
919.77,3,26.846,14.661,0.809,1424.0,294.2,96,16,231
919.77,6,32.616,26.864,0.789,1800.4,454.0,26,71,135
919.77,69,43.207,10.024,0.65,1524.2,255.6,145,13,244
919.77,8,40.245,23.138,0.754,1750.5,382.5,12,71,126
919.77,142,32.225,20.999,0.758,1654.5,371.4,93,47,166
919.77,12,27.642,13.33,0.766,1403.3,278.2,58,30,167
919.77,105,38.023,6.969,0.404,1415.7,226.7,106,21,159
919.87,1,12.569,25.583,0.921,1503.4,629.6,101,52,134
919.87,2,25.437,23.708,0.852,1666.1,435.8,111,52,165
919.87,4,4.946,14.018,0.906,534.5,361.8,110,15,142
919.87,5,18.895,15.628,0.9,1273.1,314.7,98,16,199
919.87,9,20.613,7.633,0.738,1101.7,215.3,92,42,235
919.87,10,30.123,3.477,0.818,1230.7,190.3,150,17,218
919.87,3,26.729,14.76,0.83,1424.6,295.5,75,18,215
919.87,6,32.528,26.882,0.784,1800.5,454.7,22,67,135
919.87,69,43.056,10.046,0.742,1523.3,255.7,145,13,236
919.87,8,40.232,23.138,0.686,1750.4,382.5,12,75,133
919.87,142,32.267,20.685,0.784,1647.2,367.1,73,38,172
919.87,12,27.262,13.442,0.687,1399.5,279.4,50,31,167
919.87,105,38.286,6.828,0.393,1416.3,225.9,110,19,157
919.97,1,12.831,25.384,0.903,1501.1,615.9,101,59,138
919.97,2,25.56,23.534,0.83,1662.0,432.0,97,38,149
919.97,4,4.92,14.0,0.898,532.6,361.7,114,17,142
919.97,5,18.904,15.623,0.9,1273.2,314.6,97,16,200
919.97,9,20.622,7.576,0.744,1100.7,214.8,83,35,230
919.97,10,29.858,3.62,0.822,1228.5,191.0,150,16,246
919.97,3,26.796,14.817,0.872,1427.3,296.2,62,20,198
919.97,6,32.297,26.906,0.809,1800.2,456.1,22,73,134
919.97,69,42.883,10.081,0.702,1522.4,255.8,147,13,229
919.97,8,40.084,23.181,0.712,1750.6,383.3,13,83,134
919.97,142,32.535,20.285,0.798,1639.8,361.4,77,31,181
919.97,12,27.093,13.434,0.654,1396.4,279.3,52,32,163
920.07,1,12.926,25.314,0.921,1500.4,611.1,100,68,141
920.07,2,25.437,23.393,0.792,1656.3,430.0,64,35,163
920.07,4,4.838,13.968,0.892,526.8,362.0,114,18,143
920.07,5,18.923,15.61,0.9,1273.4,314.4,95,16,200
920.07,9,20.636,7.509,0.783,1099.5,214.2,101,29,221
920.07,10,29.731,3.701,0.819,1227.8,191.4,150,13,246
920.07,3,26.994,14.879,0.86,1432.3,296.9,73,22,192
920.07,6,32.278,26.888,0.792,1799.6,455.9,18,81,136
920.07,69,43.203,9.986,0.715,1523.5,255.3,147,13,238
920.07,8,39.975,23.209,0.731,1750.7,383.8,8,77,144
920.07,142,33.425,19.831,0.721,1636.6,354.2,90,32,184
920.07,12,27.234,13.245,0.741,1394.0,277.2,27,42,165
920.07,105,38.181,6.885,0.463,1416.0,226.2,99,19,223
920.17,1,13.173,25.18,0.922,1501.3,600.8,97,48,144
920.17,2,25.155,23.237,0.847,1648.4,428.6,62,28,167
920.17,4,4.728,13.912,0.866,518.8,362.0,128,18,144
920.17,5,18.92,15.616,0.905,1273.5,314.5,90,19,200
920.17,9,20.589,7.52,0.758,1098.4,214.3,68,27,226
920.17,10,29.602,3.804,0.8,1227.3,192.0,150,13,251
920.17,3,26.971,15.045,0.87,1436.3,299.0,68,22,185
920.17,6,31.856,26.954,0.808,1799.6,458.9,20,82,133
920.17,69,43.096,10.034,0.668,1523.4,255.6,150,13,230
920.17,8,40.024,23.196,0.731,1750.6,383.6,8,79,147
920.17,142,32.892,19.811,0.637,1631.5,354.7,85,35,188
920.17,12,27.25,13.173,0.735,1392.5,276.3,19,43,168
920.17,105,35.973,8.234,0.493,1414.1,234.5,100,33,237
920.27,1,13.392,25.096,0.921,1503.9,593.3,96,44,145
920.27,2,24.985,22.76,0.825,1631.6,420.7,65,28,171
920.27,4,4.627,13.85,0.768,511.4,361.8,126,18,143
920.27,5,18.931,15.615,0.903,1273.7,314.5,93,19,200
920.27,9,20.539,7.499,0.755,1096.5,214.1,83,21,217
920.27,10,29.293,4.085,0.801,1227.0,193.6,150,12,251
920.27,3,26.884,15.158,0.864,1437.9,300.4,78,26,175
920.27,6,31.675,26.963,0.805,1799.1,459.9,20,84,132
920.27,69,43.185,10.046,0.696,1524.4,255.8,150,13,229
920.27,8,39.885,23.217,0.78,1750.5,384.1,9,75,144
920.27,142,32.202,19.875,0.753,1626.9,356.5,83,35,186
920.27,12,26.849,13.169,0.829,1385.2,276.2,23,39,176
920.27,105,35.025,8.751,0.668,1411.9,237.8,98,40,225
920.37,1,13.549,25.107,0.92,1509.5,590.7,99,62,146
920.37,2,24.759,22.495,0.831,1620.5,416.9,67,28,167
920.37,4,4.521,13.811,0.895,504.1,362.2,65,20,139
920.37,5,18.939,15.627,0.895,1274.4,314.7,94,22,201
920.37,9,20.663,7.229,0.799,1093.9,211.6,90,21,232
920.37,10,28.89,4.462,0.806,1226.7,195.9,150,11,252
920.37,3,26.619,15.269,0.852,1436.3,302.0,90,29,184
920.37,6,31.522,26.967,0.822,1798.5,460.7,21,84,127
920.37,69,43.211,10.123,0.73,1526.0,256.4,145,13,223
920.37,8,39.896,23.229,0.78,1750.8,384.2,9,72,138
920.37,142,32.223,19.758,0.747,1624.2,355.0,90,32,189
920.37,12,26.631,13.13,0.798,1380.2,275.7,27,40,182
920.37,105,34.458,8.956,0.306,1408.4,239.0,94,37,198
920.47,1,13.586,25.099,0.924,1510.3,589.7,99,67,148
920.47,2,24.347,22.36,0.828,1611.0,416.3,53,28,169
920.47,4,4.453,13.789,0.898,499.4,362.5,62,20,137
920.47,5,18.969,15.629,0.889,1275.3,314.6,90,25,203
920.47,9,20.664,7.088,0.829,1090.7,210.3,52,21,227
920.47,10,28.717,4.64,0.808,1226.9,197.1,150,12,251
920.47,3,26.502,15.294,0.852,1435.0,302.3,93,44,199
920.47,6,31.136,26.882,0.821,1794.8,461.3,23,62,122
920.47,69,42.781,10.517,0.594,1529.1,259.2,132,12,225
920.47,8,39.901,23.213,0.772,1750.5,384.0,9,70,138
920.47,142,32.292,19.624,0.713,1621.6,353.2,91,34,187
920.47,12,26.734,12.948,0.76,1377.4,273.6,26,54,181
920.47,105,34.164,9.106,0.707,1407.4,240.0,93,39,186
920.57,1,13.58,25.01,0.902,1505.3,586.6,100,55,148
920.57,2,24.134,22.34,0.859,1607.6,416.9,95,28,173
920.57,4,4.418,13.758,0.894,496.7,362.2,68,18,137
920.57,5,18.972,15.62,0.889,1275.1,314.5,90,26,202
920.57,9,20.564,7.11,0.812,1088.4,210.5,52,27,222
920.57,10,28.668,4.697,0.81,1227.1,197.4,150,10,251
920.57,3,26.539,15.299,0.841,1435.8,302.4,80,48,193
920.57,6,30.821,26.798,0.836,1791.2,461.5,26,64,125
920.57,69,44.841,9.61,0.703,1531.1,253.7,135,12,224
920.57,8,39.864,23.195,0.785,1749.9,383.9,9,68,136
920.57,142,31.859,19.676,0.771,1618.8,354.5,90,33,188
920.57,12,26.926,12.684,0.679,1374.3,270.6,23,70,191
920.57,105,33.987,9.163,0.683,1406.2,240.3,90,36,179
920.67,1,13.913,24.685,0.878,1498.5,569.0,99,57,155
920.67,2,23.794,22.433,0.876,1606.0,420.1,68,24,173
920.67,4,4.359,13.795,0.88,493.3,363.7,73,21,139
920.67,5,18.96,15.582,0.906,1273.5,313.9,90,19,197
920.67,9,20.506,7.078,0.826,1086.0,210.2,24,35,225
920.67,10,28.753,4.597,0.823,1226.7,196.8,150,10,255
920.67,3,26.444,15.361,0.845,1435.8,303.2,69,31,186
920.67,6,30.506,26.709,0.863,1787.5,461.7,26,66,124
920.67,69,44.534,9.857,0.743,1532.7,255.3,136,11,215
920.67,8,39.524,23.225,0.736,1749.0,384.9,15,67,129
920.67,142,31.328,19.82,0.687,1617.3,357.2,99,56,185
920.67,12,26.762,12.493,0.629,1366.4,268.4,26,60,189
920.67,105,33.945,9.195,0.809,1406.2,240.6,90,37,196
920.77,1,14.721,24.151,0.909,1495.7,538.4,99,63,163
920.77,2,23.284,22.623,0.887,1605.4,426.2,68,23,173
920.77,4,4.257,13.839,0.847,487.1,365.8,90,18,138
920.77,5,18.971,15.538,0.903,1272.4,313.2,90,17,194
920.77,9,20.571,6.927,0.717,1084.5,208.9,38,31,224
920.77,10,28.68,4.608,0.682,1225.6,196.8,150,14,252
920.77,3,26.148,15.555,0.859,1436.0,305.9,84,32,192
920.77,6,30.382,26.635,0.867,1785.0,461.1,23,62,125
920.77,8,39.393,23.23,0.75,1748.6,385.2,14,59,136
920.77,142,31.098,19.894,0.723,1616.9,358.6,98,56,183
920.77,12,26.605,12.419,0.857,1361.6,267.6,22,54,191
920.77,105,33.924,9.203,0.83,1406.1,240.6,90,36,203
920.87,1,15.072,23.928,0.907,1494.9,526.5,98,45,165
920.87,2,23.063,22.709,0.894,1605.2,429.0,66,23,169
920.87,4,4.124,13.914,0.867,479.2,369.1,110,14,140
920.87,5,18.891,15.533,0.884,1269.9,313.2,90,15,192
920.87,9,20.489,6.945,0.747,1082.5,209.0,39,35,226
920.87,10,28.633,4.664,0.803,1225.8,197.1,150,12,252
920.87,3,25.782,15.765,0.858,1435.4,309.0,90,27,190
920.87,6,30.619,26.504,0.859,1782.8,457.8,21,73,124
920.87,8,39.286,23.23,0.768,1748.1,385.4,12,63,134
920.87,142,30.818,19.984,0.811,1616.4,360.3,96,46,184
920.87,12,26.361,12.434,0.837,1357.3,267.7,20,47,189
920.87,105,33.906,9.227,0.8,1406.3,240.8,93,35,218
920.87,69,44.194,10.372,0.651,1538.7,259.1,140,10,217
920.97,1,15.315,23.81,0.926,1496.2,519.6,97,42,166
920.97,2,22.73,22.886,0.835,1606.5,434.2,67,23,168
920.97,4,4.009,14.111,0.851,473.6,374.8,114,13,139
920.97,5,18.803,15.531,0.888,1267.2,313.4,90,14,193
920.97,9,20.275,7.088,0.764,1079.6,210.2,41,28,230
920.97,10,28.496,4.747,0.804,1224.8,197.6,150,11,254
920.97,3,25.489,15.897,0.859,1433.8,310.9,87,34,199
920.97,6,30.64,26.453,0.84,1781.5,456.9,20,75,124
920.97,8,39.249,23.213,0.796,1747.6,385.2,14,61,136
920.97,142,30.693,20.015,0.807,1616.0,360.9,96,41,180
920.97,12,26.205,12.344,0.789,1352.0,266.6,21,49,185
920.97,105,33.72,9.329,0.778,1405.9,241.5,91,35,210
920.97,69,43.147,11.001,0.656,1540.8,263.4,140,11,216
921.07,1,15.309,23.836,0.925,1497.2,520.5,96,38,166
921.07,2,22.887,23.024,0.839,1613.4,436.1,76,29,165
921.07,4,3.898,14.238,0.83,467.5,379.1,104,15,130
921.07,5,18.711,15.467,0.891,1262.3,312.5,90,13,192
921.07,9,20.076,7.192,0.827,1076.2,211.1,81,34,226
921.07,10,28.293,4.923,0.799,1224.3,198.7,150,10,254
921.07,3,25.363,15.953,0.849,1433.1,311.8,92,34,203
921.07,6,30.55,26.404,0.791,1779.8,456.6,18,67,122
921.07,8,39.22,23.181,0.747,1746.8,384.9,15,66,139
921.07,142,30.725,19.995,0.697,1615.8,360.6,98,46,183
921.07,12,26.138,12.249,0.803,1348.3,265.5,20,57,183
921.07,105,33.355,9.625,0.818,1406.9,243.8,90,35,214
921.07,69,43.052,11.234,0.629,1544.1,265.2,140,10,208
921.17,1,15.285,23.884,0.929,1498.9,522.3,94,32,165
921.17,2,22.855,23.171,0.79,1617.9,439.2,81,24,158
921.17,4,3.812,14.353,0.865,462.9,382.8,75,21,126
921.17,5,18.569,15.473,0.885,1258.3,312.9,90,17,188
921.17,9,19.911,7.191,0.772,1071.3,211.1,90,28,225
921.17,10,28.091,5.082,0.804,1223.6,199.7,150,11,253
921.17,3,25.076,16.162,0.8,1433.9,314.9,86,38,207
921.17,6,29.936,26.401,0.711,1776.7,459.6,19,64,123
921.17,8,39.152,23.178,0.685,1746.4,385.0,11,72,141
921.17,142,30.376,20.148,0.829,1616.2,363.4,95,39,183
921.17,12,25.99,12.212,0.84,1344.5,265.0,21,70,181
921.17,105,32.983,9.858,0.836,1406.6,245.6,90,36,201
921.17,69,43.585,11.263,0.566,1549.1,265.8,136,9,214
921.27,1,15.418,23.906,0.932,1503.6,521.2,94,30,165
921.27,2,22.486,23.47,0.835,1623.2,447.4,108,32,156
921.27,4,3.777,14.412,0.861,461.1,384.7,68,17,130
921.27,5,18.393,15.441,0.839,1251.8,312.7,97,19,181
921.27,9,19.823,7.027,0.799,1065.0,209.6,80,32,222
921.27,10,27.983,5.134,0.798,1222.5,200.0,147,11,252
921.27,3,24.663,16.507,0.83,1436.3,320.2,81,39,207
921.27,6,29.635,26.365,0.814,1774.2,460.5,21,61,124
921.27,8,39.177,23.193,0.678,1746.9,385.2,12,76,148
921.27,142,30.035,20.331,0.821,1617.5,366.6,100,52,184
921.27,12,25.808,12.174,0.792,1339.9,264.5,21,66,180
921.27,105,32.895,9.949,0.851,1407.3,246.4,90,36,213
921.27,69,44.083,11.199,0.592,1552.0,265.6,135,8,220
921.37,1,15.593,23.977,0.921,1511.8,521.1,60,30,164
921.37,2,22.321,23.591,0.78,1625.1,450.9,97,27,150
921.37,4,3.695,14.402,0.861,455.4,385.5,90,18,126
921.37,5,18.244,15.335,0.874,1243.7,311.2,91,22,180
921.37,9,19.591,7.1,0.665,1059.8,210.3,44,38,207
921.37,10,27.817,5.249,0.753,1221.5,200.7,148,9,254
921.37,3,24.346,16.688,0.859,1435.6,323.2,84,39,205
921.37,6,29.352,26.304,0.867,1771.1,461.0,22,50,124
921.37,8,38.932,23.245,0.698,1746.8,386.3,12,75,144
921.37,142,29.675,20.51,0.788,1618.5,369.8,97,48,181
921.37,12,25.41,12.209,0.695,1332.8,264.8,23,68,190
921.37,105,33.02,9.89,0.819,1407.8,245.9,90,32,207
921.37,69,46.024,10.448,0.268,1554.6,261.0,129,8,229
921.47,1,15.834,24.076,0.921,1522.9,521.0,93,30,165
921.47,2,22.291,23.706,0.844,1628.7,453.4,96,25,151
921.47,4,3.524,14.325,0.874,443.2,385.8,122,16,119
921.47,5,18.046,15.345,0.871,1237.8,311.8,90,20,184
921.47,9,19.57,6.991,0.44,1056.7,209.3,75,34,205
921.47,10,27.686,5.311,0.768,1220.2,201.0,27,8,252
921.47,3,24.268,16.761,0.835,1436.3,324.3,90,44,205
921.47,6,29.147,26.22,0.877,1767.7,460.7,24,55,127
921.47,8,38.9,23.231,0.713,1746.4,386.2,14,79,147
921.47,142,29.577,20.576,0.807,1619.3,371.0,100,41,168
921.47,12,25.046,12.203,0.873,1325.1,264.7,21,61,188
921.47,105,33.0,9.914,0.783,1408.0,246.1,90,34,200
921.57,1,16.019,24.171,0.917,1532.0,521.5,97,47,165
921.57,2,21.931,24.026,0.663,1635.1,462.6,121,39,149
921.57,4,3.402,14.328,0.858,435.0,387.5,110,17,117
921.57,5,17.759,15.328,0.871,1228.1,312.1,90,20,185
921.57,9,19.372,7.113,0.747,1053.5,210.4,65,35,211
921.57,10,27.579,5.365,0.783,1219.1,201.3,25,9,252
921.57,3,23.446,17.295,0.86,1436.6,333.5,94,53,204
921.57,6,28.646,26.219,0.872,1764.8,463.3,24,66,132
921.57,8,38.685,23.261,0.727,1746.0,386.9,13,77,149
921.57,142,29.154,20.783,0.835,1620.4,375.0,100,35,171
921.57,12,24.621,12.203,0.865,1316.1,264.6,23,44,185
921.57,105,32.983,9.942,0.827,1408.4,246.4,90,36,193
921.57,69,43.628,11.814,0.613,1559.1,270.3,135,9,207
921.67,1,16.747,23.887,0.87,1536.7,504.7,96,61,169
921.67,2,21.422,24.19,0.871,1634.0,469.7,90,34,148
921.67,4,3.257,14.428,0.878,426.1,391.8,73,19,111
921.67,5,17.448,15.344,0.905,1218.4,313.0,93,20,188
921.67,9,19.175,7.247,0.798,1050.6,211.6,76,30,214
921.67,10,27.398,5.405,0.788,1216.3,201.4,22,10,250
921.67,3,22.994,17.591,0.845,1436.9,338.9,96,56,209
921.67,6,28.395,26.221,0.869,1763.4,464.7,27,64,131
921.67,8,38.633,23.26,0.709,1745.7,387.0,18,78,150
921.67,142,28.768,20.984,0.856,1621.9,378.9,99,40,175
921.67,12,24.405,12.149,0.845,1310.0,263.9,24,51,184
921.67,105,32.787,10.1,0.835,1408.9,247.7,92,37,192
921.67,69,43.076,12.201,0.634,1561.5,273.3,138,8,214
921.77,1,17.437,23.612,0.88,1540.4,490.0,97,64,171
921.77,2,21.283,24.272,0.871,1635.1,472.6,104,34,148
921.77,4,3.119,14.587,0.89,417.9,397.5,75,17,110
921.77,5,17.227,15.359,0.888,1211.5,313.7,90,20,192
921.77,9,18.952,7.328,0.786,1045.5,212.4,90,34,217
921.77,10,27.34,5.409,0.746,1215.2,201.4,22,11,251
921.77,3,22.756,17.713,0.849,1435.9,341.2,83,43,216
921.77,6,28.009,26.251,0.871,1761.9,467.4,21,61,134
921.77,8,38.639,23.271,0.72,1746.0,387.1,17,77,147
921.77,142,28.626,21.099,0.848,1623.5,380.9,99,50,172
921.77,12,24.036,12.157,0.72,1302.2,263.9,27,54,187
921.77,105,32.569,10.262,0.836,1409.2,249.0,92,43,199
921.77,69,43.214,12.271,0.306,1563.8,273.9,129,7,225
921.87,1,17.799,23.539,0.897,1545.3,484.5,96,54,170
921.87,2,21.304,24.414,0.673,1640.5,475.6,118,50,144
921.87,4,2.933,14.58,0.856,405.1,399.8,76,19,110
921.87,5,16.903,15.498,0.873,1205.1,316.8,94,24,198
921.87,9,18.376,7.858,0.805,1039.6,217.4,90,36,214
921.87,10,27.213,5.45,0.836,1213.4,201.6,19,8,251
921.87,3,22.372,17.908,0.838,1434.3,345.2,86,49,216
921.87,6,27.386,26.374,0.811,1761.6,473.3,20,79,133
921.87,8,38.486,23.263,0.767,1745.1,387.4,17,76,144
921.87,142,28.562,21.177,0.845,1625.0,382.3,95,47,174
921.87,12,23.826,12.117,0.816,1296.4,263.4,22,65,192
921.87,105,32.684,10.196,0.821,1409.5,248.5,90,39,197
921.87,69,42.984,12.395,0.53,1564.2,274.9,135,7,222
921.97,1,17.973,23.658,0.896,1554.0,486.0,97,75,169
921.97,2,21.081,24.557,0.797,1642.7,480.5,120,101,143
921.97,4,2.739,14.671,0.852,392.5,404.8,85,20,108
921.97,5,16.598,15.674,0.852,1200.4,320.5,99,24,204
921.97,9,18.062,8.061,0.817,1034.2,219.5,62,37,207
921.97,10,27.128,5.478,0.831,1212.2,201.7,18,7,252
921.97,3,21.912,18.129,0.882,1431.9,349.8,90,49,214
921.97,6,27.069,26.37,0.857,1759.5,475.1,23,62,142
921.97,8,38.17,23.243,0.783,1743.2,387.8,17,69,140
921.97,142,28.17,21.37,0.857,1626.2,386.3,96,55,173
921.97,12,23.419,12.117,0.859,1287.1,263.4,24,66,190
921.97,105,32.822,10.123,0.797,1409.9,247.9,91,33,219
921.97,69,42.994,12.496,0.564,1566.1,275.7,138,6,227
922.07,1,18.072,23.719,0.901,1558.7,486.6,97,66,168
922.07,2,20.969,24.482,0.782,1638.4,479.7,120,97,135
922.07,4,2.551,15.028,0.836,381.7,416.7,71,20,104
922.07,5,16.214,15.854,0.875,1192.9,324.7,98,24,204
922.07,9,17.844,8.181,0.877,1029.9,220.8,60,35,209
922.07,10,26.957,5.618,0.811,1211.6,202.6,21,8,253
922.07,3,21.588,18.234,0.836,1428.4,352.4,83,49,210
922.07,6,26.822,26.376,0.836,1758.1,476.8,21,66,144
922.07,8,38.038,23.229,0.788,1742.3,387.9,14,69,138
922.07,142,27.96,21.52,0.797,1628.2,389.2,100,67,171
922.07,12,22.961,12.224,0.835,1279.2,264.6,21,70,202
922.07,105,32.244,10.542,0.778,1410.6,251.4,84,36,210
922.07,69,43.18,12.493,0.636,1567.5,275.8,138,5,225
922.17,1,18.171,23.786,0.906,1563.5,487.4,98,61,167
922.17,2,20.57,24.523,0.783,1634.2,483.9,119,103,142
922.17,4,2.418,15.128,0.842,373.0,421.3,76,18,104
922.17,5,15.916,15.975,0.886,1186.1,327.7,97,22,211
922.17,9,17.685,8.267,0.843,1026.7,221.7,68,36,216
922.17,10,26.767,5.767,0.794,1210.7,203.6,30,8,253
922.17,3,21.202,18.456,0.839,1427.4,357.2,94,69,204
922.17,6,26.642,26.371,0.876,1756.8,477.8,25,72,145
922.17,8,37.88,23.235,0.798,1741.7,388.3,14,70,140
922.17,142,27.934,21.57,0.699,1629.3,390.0,101,53,168
922.17,12,22.521,12.25,0.834,1269.3,264.9,25,58,193
922.17,105,32.047,10.776,0.729,1412.8,253.4,88,31,204
922.17,69,42.78,12.812,0.661,1570.0,278.3,135,6,222
922.27,1,18.33,23.849,0.871,1569.3,487.5,98,74,164
922.27,2,19.982,24.392,0.723,1620.3,485.9,120,49,137
922.27,4,2.281,15.149,0.838,363.5,423.9,71,23,103
922.27,5,15.577,15.978,0.874,1173.4,328.8,97,15,201
922.27,9,17.532,8.306,0.84,1022.5,222.2,89,45,207
922.27,10,26.586,5.903,0.777,1209.8,204.5,135,8,253
922.27,3,20.757,18.654,0.859,1424.2,362.0,97,74,201
922.27,6,26.03,26.506,0.848,1756.7,484.4,23,81,147
922.27,8,37.745,23.227,0.803,1740.8,388.5,13,71,142
922.27,142,27.788,21.675,0.745,1630.7,392.1,98,46,169
922.27,12,22.039,12.253,0.884,1257.4,265.0,34,43,179
922.27,105,31.828,10.972,0.744,1414.0,255.2,81,34,200
922.27,69,42.691,12.962,0.679,1572.0,279.6,132,6,222
922.37,1,18.436,23.888,0.888,1573.0,487.5,99,83,165
922.37,2,19.874,24.283,0.72,1614.4,484.2,117,55,134
922.37,4,2.063,15.037,0.86,347.8,424.0,90,24,102
922.37,5,15.301,15.942,0.911,1161.5,329.1,94,16,201
922.37,9,17.322,8.386,0.828,1017.3,223.1,85,45,204
922.37,10,26.464,5.99,0.766,1209.0,205.1,139,8,253
922.37,3,20.403,18.79,0.878,1420.8,365.5,96,79,211
922.37,6,25.811,26.545,0.866,1756.5,486.7,24,81,145
922.37,8,37.704,23.221,0.804,1740.5,388.5,12,73,149
922.37,142,27.132,21.899,0.833,1630.0,397.8,96,47,172
922.37,12,21.757,12.108,0.89,1246.2,263.3,27,44,182
922.37,105,31.794,11.054,0.772,1415.3,255.9,81,32,209
922.37,69,42.711,12.996,0.693,1572.8,279.9,129,6,234
922.47,1,18.512,23.871,0.878,1573.7,486.3,100,92,166
922.47,2,20.07,24.247,0.798,1616.1,481.7,115,58,133
922.47,4,1.899,15.037,0.889,336.4,426.5,120,24,104
922.47,5,15.053,15.945,0.9,1151.8,330.0,90,19,199
922.47,9,17.032,8.558,0.844,1011.5,225.0,43,47,205
922.47,10,26.338,6.086,0.779,1208.4,205.8,34,8,253
922.47,3,19.987,18.909,0.891,1415.1,369.1,92,56,209
922.47,6,25.539,26.609,0.876,1756.5,489.8,21,79,144
922.47,8,37.597,23.234,0.79,1740.3,388.9,11,77,151
922.47,142,26.927,22.031,0.818,1631.6,400.6,102,59,171
922.47,12,21.328,12.177,0.852,1236.9,264.2,26,48,186
922.47,105,31.875,11.005,0.63,1415.4,255.5,75,38,208
922.47,69,43.03,12.904,0.64,1573.7,279.2,114,7,230
922.57,1,18.58,23.786,0.881,1571.6,483.6,95,42,158
922.57,2,20.025,24.297,0.726,1617.3,483.2,106,31,132
922.57,4,1.8,15.206,0.879,330.2,432.6,90,22,109
922.57,5,14.849,15.94,0.886,1143.4,330.6,90,20,198
922.57,9,16.69,8.792,0.87,1005.2,227.7,43,44,193
922.57,10,26.18,6.209,0.723,1207.6,206.6,30,9,254
922.57,3,19.687,18.932,0.912,1408.7,370.5,90,42,202
922.57,6,24.864,26.794,0.876,1757.5,498.4,23,67,141
922.57,8,37.583,23.238,0.732,1740.3,389.0,11,78,151
922.57,142,26.446,22.285,0.813,1633.8,406.5,100,57,175
922.57,12,20.936,12.281,0.846,1229.4,265.6,30,46,185
922.57,105,31.851,11.03,0.815,1415.6,255.8,78,36,202
922.57,69,43.335,12.819,0.671,1574.5,278.6,120,7,235
922.67,1,18.188,23.951,0.874,1570.7,491.4,83,33,157
922.67,2,20.207,24.373,0.872,1623.1,483.5,104,33,131
922.67,4,1.703,15.452,0.903,324.1,441.1,90,25,98
922.67,5,14.626,15.899,0.896,1132.8,330.7,90,28,199
